Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud,Day of the Week
cash-in,95201,4542,51049.24,7/9/2019 9:30,0,none,Tuesday
cash-in,11699,93579,29877.51,6/13/2019 11:30,0,none,Thursday
cash-in,72763,23600,59136.11,6/27/2019 14:04,0,none,Thursday
cash-in,20909,39331,57607.85,5/24/2019 10:24,0,none,Friday
cash-in,29594,62188,55490.84,6/26/2019 15:41,0,none,Wednesday
cash-in,58105,16569,45690.24,6/12/2019 15:56,0,none,Wednesday
cash-in,66704,95558,28267.44,3/17/2019 10:02,0,none,Sunday
cash-in,1897,24338,16423.72,5/11/2019 15:30,0,none,Saturday
cash-in,55923,56983,54001.35,4/8/2019 11:34,0,none,Monday
cash-in,36246,84211,5723.49,7/15/2019 10:55,0,none,Monday
cash-in,86178,78562,40567.56,4/25/2019 10:48,0,none,Thursday
cash-in,2476,85333,18248.05,6/2/2019 11:08,0,none,Sunday
cash-in,72995,80260,41290.42,3/17/2019 12:14,0,none,Sunday
cash-in,12870,70402,5352.08,7/16/2019 8:47,0,none,Tuesday
cash-in,10859,48510,55449.56,3/25/2019 10:21,0,none,Monday
cash-in,78139,25401,16840.39,7/17/2019 10:25,0,none,Wednesday
cash-in,33855,95164,40271.4,3/29/2019 13:25,0,none,Friday
cash-in,6727,58630,64556.91,6/8/2019 9:32,0,none,Saturday
cash-in,21533,40003,36216.97,3/26/2019 14:08,0,none,Tuesday
cash-in,83352,25201,11119.02,3/5/2019 10:58,0,none,Tuesday
cash-in,36106,23286,36402.78,3/1/2019 12:56,0,none,Friday
cash-in,62714,67579,36339.01,3/8/2019 9:15,0,none,Friday
cash-in,84426,60595,27570.93,6/15/2019 14:01,0,none,Saturday
cash-in,87486,55111,8609.4,3/3/2019 15:56,0,none,Sunday
cash-in,79037,61076,54336.25,6/17/2019 15:54,0,none,Monday
cash-in,65197,5746,28444.07,7/12/2019 15:13,0,none,Friday
cash-in,13594,64373,20935.88,6/27/2019 8:48,0,none,Thursday
cash-in,65883,24748,8679.77,7/10/2019 9:19,0,none,Wednesday
cash-in,25929,17258,44977.52,6/6/2019 12:00,0,none,Thursday
cash-in,48309,87296,30583.26,6/27/2019 11:03,0,none,Thursday
cash-in,91306,77046,58231.4,3/30/2019 15:48,0,none,Saturday
cash-in,11525,75209,64656.39,3/21/2019 9:59,0,none,Thursday
cash-in,84215,63021,12325.48,4/21/2019 12:32,0,none,Sunday
cash-in,76718,42277,17364.16,4/22/2019 15:09,0,none,Monday
cash-in,20051,87338,38747.13,4/26/2019 10:33,0,none,Friday
cash-in,69988,11091,59592.98,7/16/2019 14:44,0,none,Tuesday
cash-in,66379,60426,42273.21,2/27/2019 8:08,0,none,Wednesday
cash-in,78243,24444,34182.08,7/13/2019 9:19,0,none,Saturday
cash-in,29763,17266,34057.97,6/11/2019 8:59,0,none,Tuesday
cash-in,87164,87335,4475.95,6/5/2019 12:40,0,none,Wednesday
cash-in,65823,39370,38371.09,5/9/2019 10:01,0,none,Thursday
cash-in,4113,85486,22699.71,3/1/2019 12:41,0,none,Friday
cash-in,45407,94679,68195.92,4/14/2019 10:35,0,none,Sunday
cash-in,33189,58513,40340.93,3/2/2019 10:03,0,none,Saturday
cash-in,24009,99360,17849.13,5/1/2019 8:25,0,none,Wednesday
cash-in,8581,27487,13494.63,7/1/2019 8:32,0,none,Monday
cash-in,70889,36540,34535.99,5/7/2019 14:14,0,none,Tuesday
cash-in,349,6966,37501.8,6/7/2019 11:12,0,none,Friday
cash-in,72130,26194,38168.92,5/2/2019 11:52,0,none,Thursday
cash-in,14057,33935,6110.56,5/2/2019 14:13,0,none,Thursday
cash-in,1646,87331,1129.17,6/2/2019 9:52,0,none,Sunday
cash-in,82959,5634,32913.73,4/16/2019 11:44,0,none,Tuesday
cash-in,97278,9091,18984.17,6/15/2019 10:30,0,none,Saturday
cash-in,69663,51624,35302.83,5/19/2019 11:13,0,none,Sunday
cash-in,35511,75542,4489.1,7/6/2019 12:58,0,none,Saturday
cash-in,32042,72317,57127.94,5/10/2019 9:16,0,none,Friday
cash-in,81273,46402,29365.26,4/14/2019 14:58,0,none,Sunday
cash-in,82705,31310,5144.18,3/6/2019 12:30,0,none,Wednesday
cash-in,64028,27444,6461.19,3/7/2019 11:50,0,none,Thursday
cash-in,33718,69566,6703.91,7/1/2019 8:03,0,none,Monday
cash-in,52088,41176,21819.96,4/12/2019 9:57,0,none,Friday
cash-in,45294,6199,59599.88,5/27/2019 10:35,0,none,Monday
cash-in,17576,83939,1854.56,2/24/2019 11:21,0,none,Sunday
cash-in,70010,38565,68789.58,5/22/2019 15:32,0,none,Wednesday
cash-in,11699,832,17024.03,6/30/2019 13:38,0,none,Sunday
cash-in,33769,60595,51262.04,3/28/2019 11:45,0,none,Thursday
cash-in,41634,76031,18539.25,7/17/2019 8:05,0,none,Wednesday
cash-in,11525,15632,49723.73,4/28/2019 15:48,0,none,Sunday
cash-in,93710,36856,44402.41,4/17/2019 15:46,0,none,Wednesday
cash-in,1683,11620,36065.48,4/21/2019 15:50,0,none,Sunday
cash-in,1895,42005,48551.82,6/8/2019 14:13,0,none,Saturday
cash-in,86807,29492,43975.17,3/17/2019 12:54,0,none,Sunday
cash-in,63307,35511,20712.29,5/1/2019 12:32,0,none,Wednesday
cash-in,39370,21533,20011.68,6/17/2019 15:27,0,none,Monday
cash-in,99632,32042,15899.35,6/7/2019 12:20,0,none,Friday
cash-in,99632,7480,28920.68,3/26/2019 12:28,0,none,Tuesday
cash-in,55033,55923,34059.04,7/16/2019 12:13,0,none,Tuesday
cash-in,87338,16037,60635.58,6/26/2019 12:39,0,none,Wednesday
cash-in,82940,10853,2624.6,5/16/2019 11:02,0,none,Thursday
cash-in,45806,15632,17964.75,4/19/2019 8:54,0,none,Friday
cash-in,93579,18166,6248.64,6/20/2019 9:11,0,none,Thursday
cash-in,15632,35133,12440.16,7/16/2019 12:16,0,none,Tuesday
cash-in,83939,18230,12682.21,5/23/2019 13:10,0,none,Thursday
cash-in,41819,31439,40078.57,3/12/2019 9:44,0,none,Tuesday
cash-in,30509,43439,53846.94,4/19/2019 15:37,0,none,Friday
cash-in,36839,30965,45888.59,6/29/2019 11:36,0,none,Saturday
cash-in,36839,37177,12964.33,7/13/2019 13:43,0,none,Saturday
cash-in,80401,43439,52559.38,4/10/2019 14:56,0,none,Wednesday
cash-in,11620,82688,35294.88,5/5/2019 9:38,0,none,Sunday
cash-in,45772,82410,40405.34,5/5/2019 13:30,0,none,Sunday
cash-in,17447,75076,41285.52,6/25/2019 9:38,0,none,Tuesday
cash-in,62348,30105,63068.49,6/2/2019 8:23,0,none,Sunday
cash-in,79037,41220,59015.24,6/1/2019 8:33,0,none,Saturday
cash-in,93608,60094,12248.08,3/22/2019 13:31,0,none,Friday
cash-in,60595,7806,67157.48,6/17/2019 10:59,0,none,Monday
cash-in,80925,16595,47756.69,6/17/2019 14:53,0,none,Monday
cash-in,23417,34544,38406.04,3/30/2019 13:31,0,none,Saturday
cash-in,94211,90146,26094.75,3/26/2019 14:23,0,none,Tuesday
cash-in,52358,70742,40692.85,5/4/2019 12:46,0,none,Saturday
cash-in,82008,16524,64190.65,2/26/2019 10:29,0,none,Tuesday
cash-in,62348,70964,56125.89,3/22/2019 11:29,0,none,Friday
cash-in,1841,71167,21061.05,4/30/2019 9:25,0,none,Tuesday
cash-in,6727,23494,27245.04,3/1/2019 13:19,0,none,Friday
cash-in,21254,33855,31359.3,4/12/2019 11:31,0,none,Friday
cash-in,21955,20300,28085.03,5/19/2019 8:11,0,none,Sunday
cash-in,3092,22427,11456.24,7/13/2019 8:19,0,none,Saturday
cash-in,18626,29492,46295.76,6/2/2019 13:21,0,none,Sunday
cash-in,16595,41370,51789.64,5/25/2019 12:33,0,none,Saturday
cash-in,76026,62188,52179.32,4/22/2019 11:14,0,none,Monday
cash-in,8056,50710,31742.84,7/5/2019 14:32,0,none,Friday
cash-in,88645,17283,938.27,4/29/2019 9:41,0,none,Monday
cash-in,39060,29315,59932.55,6/10/2019 15:46,0,none,Monday
cash-in,7038,83673,20520.36,4/17/2019 13:16,0,none,Wednesday
cash-in,4161,18561,68755.57,4/16/2019 9:29,0,none,Tuesday
cash-in,37177,27986,23063.38,5/26/2019 15:56,0,none,Sunday
cash-in,82930,39266,64450.58,5/3/2019 12:37,0,none,Friday
cash-in,82688,63240,9599.36,4/15/2019 8:32,0,none,Monday
cash-in,82930,18125,19776.04,5/9/2019 13:41,0,none,Thursday
cash-in,82930,21135,3599.43,4/29/2019 12:05,0,none,Monday
cash-in,71475,52387,22182.3,5/2/2019 14:56,0,none,Thursday
cash-in,30965,51446,42680.81,7/4/2019 13:59,0,none,Thursday
cash-in,31439,96773,33674.43,4/4/2019 9:01,0,none,Thursday
cash-in,82930,52747,33804.28,6/1/2019 15:38,0,none,Saturday
cash-in,27283,77879,3287.38,5/22/2019 13:42,0,none,Wednesday
cash-in,27283,84171,3287.38,5/10/2019 13:07,0,none,Friday
cash-in,27283,88291,3287.38,6/29/2019 9:45,0,none,Saturday
cash-in,27283,69374,3287.38,4/18/2019 10:43,0,none,Thursday
cash-in,27283,40542,3287.38,4/20/2019 15:31,0,none,Saturday
cash-in,27283,15631,3287.38,5/12/2019 8:59,0,none,Sunday
cash-in,27283,79182,3287.38,4/4/2019 8:37,0,none,Thursday
cash-in,27283,42325,3287.38,2/25/2019 10:30,0,none,Monday
cash-in,27283,30617,3287.38,6/10/2019 12:55,0,none,Monday
cash-in,27283,699,3287.38,2/20/2019 13:29,0,none,Wednesday
cash-in,27283,25903,3287.38,4/30/2019 13:41,0,none,Tuesday
cash-in,27283,200,3287.38,4/10/2019 14:51,0,none,Wednesday
cash-in,27283,66844,3287.39,2/21/2019 9:35,0,none,Thursday
cash-in,27283,32925,3287.39,5/16/2019 9:50,0,none,Thursday
cash-in,27283,12802,3287.39,7/14/2019 11:38,0,none,Sunday
cash-in,27283,62007,3287.39,4/12/2019 9:28,0,none,Friday
cash-in,96057,62983,1701.14,5/16/2019 9:42,0,none,Thursday
cash-in,96057,92703,1701.14,6/15/2019 13:10,0,none,Saturday
cash-in,96057,84145,1701.14,5/4/2019 11:30,0,none,Saturday
cash-in,96057,53361,1701.14,6/9/2019 10:25,0,none,Sunday
cash-in,96057,26494,1701.14,7/7/2019 12:28,0,none,Sunday
cash-in,96057,50151,1701.14,7/7/2019 14:43,0,none,Sunday
cash-in,96057,1503,1701.14,5/22/2019 13:01,0,none,Wednesday
cash-in,96057,79367,1701.14,4/22/2019 12:10,0,none,Monday
cash-in,96057,98815,1701.14,4/26/2019 9:27,0,none,Friday
cash-in,96057,99099,1701.14,3/9/2019 11:45,0,none,Saturday
cash-in,96057,2474,1701.14,6/15/2019 11:19,0,none,Saturday
cash-in,96057,58010,1701.14,7/13/2019 13:47,0,none,Saturday
cash-in,96057,22745,1701.14,5/29/2019 12:18,0,none,Wednesday
cash-in,96057,71784,1701.14,4/17/2019 13:11,0,none,Wednesday
cash-in,96057,90078,1701.14,4/2/2019 14:19,0,none,Tuesday
cash-in,96057,65929,1701.15,4/27/2019 13:14,0,none,Saturday
cash-in,96057,78784,1701.15,6/15/2019 12:27,0,none,Saturday
cash-in,96057,94776,1701.15,5/9/2019 15:24,0,none,Thursday
cash-in,96057,53,1701.15,7/6/2019 15:23,0,none,Saturday
cash-in,96057,99829,1701.15,3/16/2019 13:44,0,none,Saturday
cash-in,96057,12859,1701.15,6/29/2019 15:57,0,none,Saturday
cash-in,96057,60127,1701.15,3/14/2019 13:55,0,none,Thursday
cash-in,96057,80879,1701.15,4/28/2019 13:33,0,none,Sunday
cash-in,96057,63401,1701.15,4/21/2019 9:44,0,none,Sunday
cash-in,96057,18465,1701.15,4/8/2019 11:16,0,none,Monday
cash-in,96057,67171,1701.15,3/10/2019 10:14,0,none,Sunday
cash-in,19104,30226,448.93,4/5/2019 13:29,0,none,Friday
cash-in,19104,45136,448.93,7/6/2019 15:10,0,none,Saturday
cash-in,19104,51392,448.93,5/10/2019 15:16,0,none,Friday
cash-in,19104,38543,448.93,3/7/2019 13:28,0,none,Thursday
cash-in,19104,78726,448.93,5/23/2019 11:12,0,none,Thursday
cash-in,19104,48379,448.93,3/24/2019 13:35,0,none,Sunday
cash-in,19104,25355,448.93,5/15/2019 9:48,0,none,Wednesday
cash-in,19104,97525,448.93,4/2/2019 12:29,0,none,Tuesday
cash-in,19104,35911,448.93,4/27/2019 12:40,0,none,Saturday
cash-in,19104,56102,448.93,4/25/2019 13:16,0,none,Thursday
cash-in,19104,61426,448.93,5/8/2019 15:53,0,none,Wednesday
cash-in,19104,64427,448.94,4/13/2019 12:29,0,none,Saturday
cash-in,8550,5807,2752.17,6/15/2019 15:08,0,none,Saturday
cash-in,8550,6886,2752.17,4/18/2019 12:36,0,none,Thursday
cash-in,8550,43462,2752.17,4/20/2019 10:42,0,none,Saturday
cash-in,8550,32084,2752.17,3/17/2019 13:52,0,none,Sunday
cash-in,8550,91241,2752.17,4/21/2019 10:58,0,none,Sunday
cash-in,8550,59526,2752.17,3/15/2019 11:48,0,none,Friday
cash-in,8550,90174,2752.17,5/4/2019 9:14,0,none,Saturday
cash-in,8550,66241,2752.17,5/22/2019 15:59,0,none,Wednesday
cash-in,8550,71916,2752.17,6/23/2019 15:38,0,none,Sunday
cash-in,8550,35146,2752.17,5/3/2019 9:25,0,none,Friday
cash-in,8550,97122,2752.17,7/18/2019 10:01,0,none,Thursday
cash-in,8550,562,2752.17,7/3/2019 11:02,0,none,Wednesday
cash-in,8550,9064,2752.17,3/12/2019 9:01,0,none,Tuesday
cash-in,8550,87178,2752.17,4/12/2019 15:24,0,none,Friday
cash-in,8550,90066,2752.17,6/22/2019 9:20,0,none,Saturday
cash-in,8550,98551,2752.17,5/29/2019 14:08,0,none,Wednesday
cash-in,8550,53029,2752.17,6/3/2019 13:08,0,none,Monday
cash-in,8550,93401,2752.17,7/18/2019 12:07,0,none,Thursday
cash-in,8550,28645,2752.17,3/13/2019 14:21,0,none,Wednesday
cash-in,8550,58183,2752.17,6/10/2019 11:26,0,none,Monday
cash-in,49153,20352,2677.93,4/15/2019 13:24,0,none,Monday
cash-in,49153,86005,2677.94,6/2/2019 8:23,0,none,Sunday
cash-in,49153,52923,2677.94,3/23/2019 12:34,0,none,Saturday
transfer,55870,17530,18866.73,6/23/2019 12:08,0,none,Sunday
transfer,84344,24873,44499.48,5/20/2019 15:09,0,none,Monday
transfer,15530,73375,23895.06,5/2/2019 11:23,0,none,Thursday
transfer,97472,62943,41122.42,5/26/2019 10:42,0,none,Sunday
transfer,68506,71141,29908.97,3/23/2019 12:18,0,none,Saturday
transfer,61071,70912,16237.05,2/22/2019 8:50,0,none,Friday
transfer,58513,31174,11158.15,6/5/2019 15:37,0,none,Wednesday
transfer,53935,467,11769.07,6/25/2019 11:18,0,none,Tuesday
transfer,23812,29698,38179.06,6/7/2019 13:06,0,none,Friday
transfer,87748,79291,26277.56,2/21/2019 14:29,0,none,Thursday
transfer,20779,61,46971.63,3/28/2019 12:07,0,none,Thursday
transfer,15264,83912,1600.95,5/19/2019 12:47,0,none,Sunday
transfer,63412,62120,24916.42,6/25/2019 14:58,0,none,Tuesday
transfer,84097,2196,48549.63,5/29/2019 12:51,0,none,Wednesday
transfer,81456,59191,18256.46,5/10/2019 14:35,0,none,Friday
transfer,50700,46668,28764.29,3/11/2019 9:47,0,none,Monday
transfer,71957,95606,43844.02,7/18/2019 12:23,0,none,Thursday
transfer,6711,27336,21886.35,3/10/2019 10:30,0,none,Sunday
transfer,21226,88390,35507.67,5/16/2019 11:57,0,none,Thursday
transfer,96135,36942,14370.53,6/11/2019 10:34,0,none,Tuesday
transfer,18124,73026,9316.66,4/23/2019 11:28,0,none,Tuesday
transfer,9107,84347,32953.62,3/11/2019 8:52,0,none,Monday
transfer,71698,81522,32682.6,4/1/2019 13:10,0,none,Monday
transfer,74435,50110,13853.04,4/14/2019 8:23,0,none,Sunday
transfer,9309,17700,12991.87,5/9/2019 11:38,0,none,Thursday
transfer,99934,55222,38551.37,2/21/2019 10:03,0,none,Thursday
transfer,80885,20631,39992.74,5/18/2019 9:53,0,none,Saturday
transfer,79612,18098,13680.2,6/15/2019 15:12,0,none,Saturday
transfer,11380,80195,33196.85,5/16/2019 15:23,0,none,Thursday
transfer,38993,24266,39641.83,5/5/2019 8:57,0,none,Sunday
transfer,23477,68698,3022.94,6/12/2019 8:22,0,none,Wednesday
transfer,15048,28135,42601.17,7/11/2019 9:51,0,none,Thursday
transfer,40167,31783,34224.85,5/18/2019 8:35,0,none,Saturday
transfer,77415,2416,39622.62,3/12/2019 14:21,0,none,Tuesday
transfer,43430,49910,22920.28,7/9/2019 12:12,0,none,Tuesday
transfer,13484,62066,47288.85,6/24/2019 10:12,0,none,Monday
transfer,3157,2232,32218.83,5/28/2019 8:03,0,none,Tuesday
transfer,36891,24642,17551.32,5/15/2019 12:19,0,none,Wednesday
transfer,65900,2041,17959.38,6/18/2019 10:58,0,none,Tuesday
transfer,48794,91733,15544.29,6/1/2019 15:00,0,none,Saturday
transfer,32130,35633,26527.59,2/26/2019 14:52,0,none,Tuesday
transfer,83087,49705,19973.22,2/25/2019 15:00,0,none,Monday
transfer,53077,91771,46354.98,2/26/2019 11:09,0,none,Tuesday
transfer,23263,22251,30083.77,3/26/2019 8:09,0,none,Tuesday
transfer,26878,41341,14812.66,3/26/2019 15:44,0,none,Tuesday
transfer,90938,96910,30569.9,5/26/2019 11:40,0,none,Sunday
transfer,71595,68262,1132.73,3/17/2019 10:50,0,none,Sunday
transfer,78082,99950,6575.59,4/17/2019 10:06,0,none,Wednesday
transfer,43068,11108,9935.67,4/29/2019 10:50,0,none,Monday
transfer,84823,81869,27460.49,5/25/2019 10:25,0,none,Saturday
transfer,91914,5268,22217.63,4/21/2019 14:48,0,none,Sunday
transfer,95340,30340,13760.91,5/27/2019 8:43,0,none,Monday
transfer,94692,42723,12691.34,3/11/2019 9:28,0,none,Monday
transfer,83513,37619,4347.34,3/3/2019 11:07,0,none,Sunday
transfer,24556,1257,3671.54,7/3/2019 9:54,0,none,Wednesday
transfer,46296,31997,45283.89,4/13/2019 8:43,0,none,Saturday
transfer,54093,94808,15073.04,5/20/2019 14:05,0,none,Monday
transfer,70732,68026,30996.67,3/8/2019 14:39,0,none,Friday
transfer,69642,67083,3254.49,5/8/2019 15:01,0,none,Wednesday
transfer,89429,22557,10393.38,6/16/2019 10:16,0,none,Sunday
transfer,3060,21551,14769.02,6/30/2019 15:03,0,none,Sunday
transfer,37534,27881,32583.12,6/2/2019 10:51,0,none,Sunday
transfer,69473,8950,27732.72,4/25/2019 12:12,0,none,Thursday
transfer,36975,4661,14578.8,6/14/2019 11:05,0,none,Friday
transfer,5083,29168,26834.27,3/29/2019 14:14,0,none,Friday
transfer,45837,41851,36746.91,7/1/2019 14:33,0,none,Monday
transfer,98572,22950,41003.85,3/7/2019 14:33,0,none,Thursday
transfer,93267,78811,19715.58,4/30/2019 11:24,0,none,Tuesday
transfer,18192,33489,24124.12,3/17/2019 14:29,0,none,Sunday
transfer,66674,57645,49695.82,3/30/2019 14:53,0,none,Saturday
transfer,40374,88225,44844.64,5/2/2019 15:35,0,none,Thursday
transfer,38590,13481,11587.85,7/12/2019 8:30,0,none,Friday
transfer,70945,418,48272.06,4/8/2019 15:02,0,none,Monday
transfer,66252,52697,45584.64,4/28/2019 12:14,0,none,Sunday
transfer,22766,68084,43967.38,4/13/2019 10:01,0,none,Saturday
transfer,90395,68719,47351.95,5/3/2019 14:44,0,none,Friday
transfer,8827,61399,48454.03,6/18/2019 14:36,0,none,Tuesday
transfer,85406,95093,24053.13,3/15/2019 15:27,0,none,Friday
transfer,68735,17156,47191.44,5/21/2019 12:44,0,none,Tuesday
transfer,36398,48307,21556.95,3/27/2019 15:30,0,none,Wednesday
transfer,3985,4055,44320.76,3/4/2019 8:22,0,none,Monday
transfer,28369,14453,19322.91,2/23/2019 8:01,0,none,Saturday
transfer,14036,55166,5117.09,6/17/2019 11:37,0,none,Monday
transfer,57336,91016,43894.84,6/29/2019 10:21,0,none,Saturday
transfer,2106,23641,16881.03,4/16/2019 9:18,0,none,Tuesday
transfer,95826,47963,39071.33,3/10/2019 15:50,0,none,Sunday
transfer,26296,26740,14598.06,4/20/2019 9:16,0,none,Saturday
transfer,81479,37507,41704.75,6/22/2019 13:53,0,none,Saturday
transfer,99221,17351,36554.34,2/28/2019 8:14,0,none,Thursday
transfer,48799,89984,43333.53,6/23/2019 15:15,0,none,Sunday
transfer,88901,40556,34884.09,5/12/2019 15:40,0,none,Sunday
transfer,15766,34294,47076.75,2/28/2019 13:44,0,none,Thursday
transfer,75678,68698,14797.23,5/21/2019 10:33,0,none,Tuesday
transfer,71803,68468,13849.56,4/7/2019 11:59,0,none,Sunday
transfer,4819,73913,21716.5,7/5/2019 10:06,0,none,Friday
transfer,63810,2842,49951.08,5/21/2019 9:29,0,none,Tuesday
transfer,23069,3828,23487.84,4/28/2019 8:19,0,none,Sunday
transfer,74177,20451,27227.73,3/12/2019 9:54,0,none,Tuesday
transfer,69425,99507,34299.76,7/7/2019 14:59,0,none,Sunday
transfer,11279,31819,7162.89,7/8/2019 13:45,0,none,Monday
transfer,10177,52894,20146.38,2/24/2019 15:09,0,none,Sunday
transfer,57738,14685,18919.29,7/16/2019 12:15,0,none,Tuesday
transfer,20246,55566,15816,5/4/2019 8:39,0,none,Saturday
transfer,98808,59623,41350.93,4/7/2019 15:48,0,none,Sunday
transfer,71760,6225,41874.65,4/30/2019 15:10,0,none,Tuesday
transfer,27583,28306,8187.8,6/12/2019 9:33,0,none,Wednesday
transfer,68974,76240,16123.44,5/11/2019 13:26,0,none,Saturday
transfer,75021,68961,39296.62,6/29/2019 12:19,0,none,Saturday
transfer,33188,80349,31830.22,3/15/2019 12:32,0,none,Friday
transfer,37278,6254,6859.02,5/13/2019 15:31,0,none,Monday
transfer,2137,70023,7650.28,4/10/2019 15:08,0,none,Wednesday
transfer,38127,90579,19114.21,4/12/2019 13:33,0,none,Friday
transfer,61096,83515,19617.44,3/12/2019 12:53,0,none,Tuesday
transfer,94054,86646,24186.26,6/21/2019 15:24,0,none,Friday
transfer,93815,81516,47396.86,2/22/2019 11:54,0,none,Friday
transfer,93352,44509,32514,5/22/2019 13:37,0,none,Wednesday
transfer,49130,89560,19191.56,5/14/2019 12:56,0,none,Tuesday
transfer,81765,33961,34378.99,3/26/2019 10:45,0,none,Tuesday
transfer,17015,52570,16102.22,6/4/2019 15:29,0,none,Tuesday
transfer,26802,82070,33889.34,5/12/2019 11:51,0,none,Sunday
transfer,97239,78283,3112.68,5/21/2019 14:34,0,none,Tuesday
transfer,99576,92220,16890.37,7/6/2019 13:41,0,none,Saturday
transfer,73630,44234,10007.24,6/2/2019 8:36,0,none,Sunday
transfer,65629,32079,40623.17,2/23/2019 10:38,0,none,Saturday
transfer,20843,28570,48970.74,6/30/2019 12:49,0,none,Sunday
transfer,97147,7385,38917.21,4/13/2019 12:01,0,none,Saturday
transfer,37802,53268,14807.99,3/22/2019 8:18,0,none,Friday
transfer,72456,41330,14741.26,5/17/2019 9:33,0,none,Friday
transfer,63409,79893,43292,4/18/2019 12:51,0,none,Thursday
transfer,51093,59357,47558.09,6/15/2019 9:38,0,none,Saturday
transfer,15050,58980,13359.67,6/17/2019 11:17,0,none,Monday
transfer,22247,54765,36295.36,4/8/2019 12:15,0,none,Monday
transfer,59920,68262,1231.97,4/26/2019 12:08,0,none,Friday
transfer,97237,47018,43249.63,7/10/2019 12:53,0,none,Wednesday
transfer,79393,5629,41615.15,7/3/2019 9:03,0,none,Wednesday
transfer,2984,52750,25196.22,3/27/2019 10:26,0,none,Wednesday
transfer,14931,85860,36618.7,3/19/2019 15:32,0,none,Tuesday
transfer,15287,10919,24839.66,3/10/2019 13:36,0,none,Sunday
transfer,21341,74301,12658.86,3/2/2019 8:39,0,none,Saturday
transfer,13203,98237,6744.74,5/3/2019 13:48,0,none,Friday
transfer,93557,44688,10887.25,4/1/2019 13:48,0,none,Monday
transfer,4609,72851,39530.18,6/13/2019 14:47,0,none,Thursday
transfer,41485,5953,38477.65,5/13/2019 11:07,0,none,Monday
transfer,46436,77346,17866.39,3/16/2019 15:36,0,none,Saturday
transfer,99282,49218,44588.46,3/11/2019 10:24,0,none,Monday
transfer,89943,29438,38612.35,5/8/2019 8:25,0,none,Wednesday
transfer,68498,84418,8694.93,3/7/2019 10:57,0,none,Thursday
transfer,93252,56221,7480.1,2/24/2019 13:09,0,none,Sunday
transfer,68720,97712,9877.96,5/9/2019 11:14,0,none,Thursday
transfer,45719,70122,49773.2,3/8/2019 9:33,0,none,Friday
transfer,16974,22898,32847.61,5/16/2019 10:42,0,none,Thursday
transfer,3067,16921,18668.91,2/22/2019 11:19,0,none,Friday
transfer,61611,83424,2160.45,3/18/2019 11:04,0,none,Monday
transfer,77971,81048,37763.13,3/5/2019 15:24,0,none,Tuesday
transfer,95880,95399,39318.29,5/7/2019 10:46,0,none,Tuesday
transfer,4463,65272,6168.69,3/14/2019 15:49,0,none,Thursday
transfer,19544,36614,33650.41,2/27/2019 15:59,0,none,Wednesday
transfer,32599,18661,30409.21,6/19/2019 12:35,0,none,Wednesday
transfer,10317,74938,10266.63,4/12/2019 11:55,0,none,Friday
transfer,62603,29110,10937.47,5/5/2019 13:42,0,none,Sunday
transfer,33645,55072,22989.57,6/1/2019 11:03,0,none,Saturday
transfer,86651,72065,13943.62,5/2/2019 9:02,0,none,Thursday
transfer,55717,91892,24977.5,3/15/2019 10:30,0,none,Friday
transfer,24440,81312,23573.56,5/24/2019 14:01,0,none,Friday
transfer,70264,90843,40023.11,5/26/2019 8:22,0,none,Sunday
transfer,24510,78559,47309.73,6/15/2019 11:04,0,none,Saturday
transfer,59014,39060,43397.29,2/22/2019 11:31,0,none,Friday
transfer,82181,36930,3940.42,4/9/2019 12:47,0,none,Tuesday
transfer,42831,44412,29535.32,5/18/2019 8:08,0,none,Saturday
transfer,39345,17534,14233.74,7/18/2019 10:27,0,none,Thursday
transfer,40517,72522,1970.77,6/17/2019 10:06,0,none,Monday
transfer,87587,98536,12746.19,6/10/2019 10:08,0,none,Monday
transfer,33823,33789,38086.18,6/2/2019 10:05,0,none,Sunday
transfer,36973,29614,19809.83,5/21/2019 14:58,0,none,Tuesday
transfer,56788,52825,35215.82,6/26/2019 13:37,0,none,Wednesday
transfer,79212,86384,39018.73,3/1/2019 9:09,0,none,Friday
transfer,85464,4500,24102.95,5/21/2019 11:31,0,none,Tuesday
transfer,31930,57399,27656.25,5/18/2019 13:44,0,none,Saturday
transfer,866,15552,47401.37,3/1/2019 11:50,0,none,Friday
transfer,11054,10804,20910.1,4/20/2019 11:24,0,none,Saturday
transfer,13064,76451,21669.82,3/20/2019 10:27,0,none,Wednesday
transfer,6890,64136,1849.24,4/6/2019 13:18,0,none,Saturday
transfer,11686,9324,38784.22,4/8/2019 8:01,0,none,Monday
transfer,7415,69994,20005.95,4/14/2019 13:16,0,none,Sunday
transfer,29256,50096,11161.42,2/25/2019 12:49,0,none,Monday
transfer,596,88309,19261.21,4/11/2019 13:16,0,none,Thursday
transfer,48643,23882,23709.4,7/14/2019 14:22,0,none,Sunday
transfer,38638,85499,39917.12,5/13/2019 10:24,0,none,Monday
transfer,43624,50759,19991.05,5/14/2019 8:34,0,none,Tuesday
transfer,73965,1968,13423.42,7/1/2019 9:53,0,none,Monday
transfer,23952,54510,11758.47,6/24/2019 9:46,0,none,Monday
transfer,64072,92883,33848.58,3/28/2019 13:44,0,none,Thursday
transfer,27633,66588,5156.41,7/7/2019 9:40,0,none,Sunday
