Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud
transfer,24653,81941,4673230,5/15/2019 9:47,0,none
transfer,97857,81901,2145201,3/13/2019 15:29,0,none
transfer,40945,84520,4494518,3/11/2019 9:08,0,none
transfer,21262,88684,1715903,3/20/2019 13:59,0,none
transfer,62612,83206,3133830,7/19/2019 8:32,0,none
transfer,61737,43877,2543150,5/10/2019 10:02,0,none
transfer,87422,46362,2404446,5/28/2019 10:45,0,none
transfer,75439,53693,1450694,6/28/2019 8:21,0,none
transfer,85902,96010,363541,6/16/2019 14:37,0,none
transfer,58976,63592,625032,4/6/2019 13:59,0,none
transfer,12924,56619,3197368,4/26/2019 8:21,0,none
transfer,40939,39952,2081709,4/28/2019 8:01,0,none
transfer,36154,30735,4824160,3/11/2019 10:57,0,none
transfer,65693,41233,2682428,2/21/2019 15:17,0,none
transfer,98866,16241,1868172,2/25/2019 11:07,0,none
transfer,8953,90794,1922266,6/19/2019 14:04,0,none
transfer,46242,41205,900632,6/18/2019 12:49,0,none
transfer,85716,66341,1341563,5/19/2019 14:21,0,none
transfer,37792,52256,2373541,5/12/2019 10:08,0,none
transfer,40206,55859,1015133,7/20/2019 14:33,0,none
transfer,49846,85016,4022893,7/15/2019 10:53,0,none
transfer,76223,18247,2827924,7/9/2019 12:14,0,none
transfer,76829,4000,1382910,5/8/2019 8:40,0,none
transfer,2295,27828,3147590,6/30/2019 14:20,0,none
transfer,89252,34421,587444,3/18/2019 10:48,0,none
transfer,4108,35891,2414479,5/28/2019 15:15,0,none
transfer,15539,35677,4317737,6/26/2019 11:16,0,none
transfer,26217,4919,2669309,4/11/2019 9:08,0,none
transfer,20457,24114,781465,7/20/2019 10:30,0,none
transfer,16988,74937,4637190,6/20/2019 15:39,0,none
transfer,57246,4129,192967,7/17/2019 9:46,0,none
transfer,48104,39961,1998986,6/6/2019 14:21,0,none
transfer,51395,45408,997049,7/19/2019 9:36,0,none
transfer,30799,69779,2156123,3/21/2019 12:01,0,none
transfer,8329,86560,2892490,5/8/2019 11:09,0,none
transfer,42862,74946,1823624,5/30/2019 8:51,0,none
transfer,52808,29728,3287533,3/25/2019 11:58,0,none
transfer,34565,50275,3334081,5/17/2019 10:55,0,none
transfer,98047,87901,3579561,6/1/2019 10:05,0,none
transfer,46560,5591,3635704,7/14/2019 10:44,0,none
transfer,97547,76168,4685634,3/20/2019 10:47,0,none
transfer,88501,72081,2008509,6/26/2019 13:06,0,none
transfer,71746,67214,4956106,4/15/2019 14:24,0,none
transfer,78089,22542,4860382,6/30/2019 9:12,0,none
transfer,61630,21022,1977151,3/8/2019 15:50,0,none
transfer,56749,87541,3786723,4/16/2019 15:09,0,none
transfer,61958,36703,3893725,3/8/2019 15:04,0,none
transfer,72538,80715,89681,4/17/2019 15:09,0,none
transfer,25930,38206,66930,6/15/2019 10:17,0,none
transfer,66595,11761,4646080,7/3/2019 9:13,0,none
transfer,64872,53465,3310272,3/23/2019 12:08,0,none
transfer,52291,2372,4614042,5/8/2019 12:27,0,none
transfer,24099,25210,4844598,3/8/2019 10:08,0,none
transfer,14846,84900,1436502,5/9/2019 12:18,0,none
transfer,31344,17378,1738005,5/23/2019 15:45,0,none
transfer,57361,44441,3589333,6/12/2019 10:16,0,none
transfer,82093,26293,768260,3/29/2019 8:43,0,none
transfer,11200,79868,4052075,6/6/2019 10:05,0,none
transfer,58823,32382,248214,4/22/2019 9:05,0,none
transfer,71890,37448,2084736,5/20/2019 13:49,0,none
transfer,90373,49579,826280,3/13/2019 11:47,0,none
transfer,5795,17240,4289505,4/19/2019 10:33,0,none
transfer,31815,45385,3412264,5/22/2019 8:33,0,none
transfer,42879,19263,3217217,2/20/2019 13:04,0,none
transfer,46531,36450,4219354,7/10/2019 9:58,0,none
transfer,18202,3608,2875979,5/7/2019 9:36,0,none
transfer,29681,30154,4727747,6/1/2019 10:59,0,none
transfer,20546,86594,599428,2/26/2019 10:14,0,none
transfer,14614,31073,3372794,6/9/2019 12:18,0,none
transfer,71858,17627,3906096,5/25/2019 8:23,0,none
transfer,9398,29363,4938001,4/20/2019 12:04,0,none
transfer,90279,80350,2674973,5/18/2019 12:52,0,none
transfer,57087,13293,4214863,3/11/2019 15:51,0,none
transfer,12303,86732,650038,3/1/2019 9:15,0,none
transfer,30932,50722,234796,4/24/2019 14:20,0,none
transfer,79733,83575,1124183,3/23/2019 11:12,0,none
transfer,17446,4857,1648432,4/1/2019 11:58,0,none
transfer,48053,63619,1940175,4/11/2019 13:40,0,none
transfer,75507,15336,1898655,5/26/2019 15:34,0,none
transfer,4832,38638,3954174,7/5/2019 8:20,0,none
transfer,57489,39651,4729468,2/27/2019 14:52,0,none
transfer,30644,77620,656767,7/11/2019 10:23,0,none
transfer,77657,72806,4187029,3/10/2019 12:02,0,none
transfer,94476,43225,2915622,4/4/2019 12:02,0,none
transfer,46314,88223,923773,3/11/2019 15:25,0,none
transfer,46893,96138,365171,4/1/2019 15:20,0,none
transfer,41337,95930,514164,6/22/2019 8:54,0,none
transfer,81233,2525,1737404,5/15/2019 9:52,0,none
transfer,66658,90834,3015823,7/13/2019 14:16,0,none
transfer,14664,91860,1682797,4/8/2019 12:16,0,none
transfer,50457,41618,1416689,5/15/2019 10:43,0,none
transfer,7960,96938,145440,7/15/2019 12:44,0,none
transfer,23824,40603,2924731,5/21/2019 11:28,0,none
transfer,9462,65474,1866686,5/27/2019 11:45,0,none
transfer,49896,66893,3751326,7/2/2019 8:35,0,none
transfer,29968,35235,4264367,7/13/2019 8:29,0,none
transfer,52554,56808,1894680,7/10/2019 11:37,0,none
transfer,89707,30152,370947,7/8/2019 13:03,0,none
transfer,47353,41905,3482904,4/28/2019 14:37,0,none
transfer,64890,85625,1985136,6/5/2019 10:03,0,none
transfer,57365,13814,1534832,3/15/2019 12:59,0,none
transfer,85195,35482,3073795,4/9/2019 12:52,0,none
transfer,69561,14678,69975,3/21/2019 14:34,0,none
transfer,16485,44689,2870700,4/7/2019 9:25,0,none
transfer,3798,51215,3286975,4/12/2019 13:03,0,none
transfer,38153,46344,1224059,3/31/2019 14:10,0,none
transfer,47047,20896,1630093,4/30/2019 11:26,0,none
transfer,21515,75244,2096746,4/20/2019 13:21,0,none
transfer,28248,60455,1602992,6/17/2019 8:53,0,none
transfer,37108,79920,2302217,6/6/2019 10:57,0,none
transfer,7633,73423,3829176,3/11/2019 9:44,0,none
transfer,33596,45412,422432,5/31/2019 8:54,0,none
transfer,35256,98589,3062729,7/19/2019 8:44,0,none
transfer,12962,95511,174059,5/17/2019 9:18,0,none
transfer,23514,38448,1667990,3/17/2019 9:10,0,none
transfer,93989,57131,3327184,6/13/2019 9:21,0,none
transfer,723,24818,1267920,5/8/2019 11:47,0,none
transfer,70734,69285,3715222,2/21/2019 13:23,0,none
transfer,93556,77285,1114870,7/7/2019 12:17,0,none
transfer,76546,54402,3480679,4/20/2019 13:10,0,none
transfer,76320,9413,4058288,6/15/2019 11:40,0,none
transfer,43889,59678,2312958,4/27/2019 14:42,0,none
transfer,64654,65773,2241888,5/5/2019 10:22,0,none
transfer,90140,99814,4104167,5/29/2019 10:38,0,none
transfer,45882,47581,2878294,7/17/2019 9:31,0,none
transfer,11077,26825,669125,7/17/2019 13:44,0,none
transfer,5917,33125,499494,5/31/2019 8:34,0,none
transfer,64731,49412,3907096,4/5/2019 8:38,0,none
transfer,30084,10836,2007950,3/8/2019 15:30,0,none
transfer,64292,57951,2421810,7/7/2019 14:30,0,none
transfer,54161,17918,602950,6/24/2019 14:53,0,none
transfer,94284,9888,934629,7/7/2019 8:56,0,none
transfer,92033,20890,2256228,4/29/2019 11:55,0,none
transfer,1489,77795,1783682,5/1/2019 13:01,0,none
transfer,48180,4850,256469,5/25/2019 11:18,0,none
transfer,71269,45201,3115424,6/6/2019 11:54,0,none
transfer,40268,78025,2800610,6/6/2019 14:13,0,none
transfer,10147,29990,1023149,3/7/2019 8:00,0,none
transfer,36698,79340,4402054,3/23/2019 8:26,0,none
transfer,68889,35880,4440725,3/23/2019 14:34,0,none
transfer,29080,83596,1920494,3/21/2019 13:53,0,none
transfer,23831,77407,4895580,4/13/2019 13:18,0,none
transfer,45472,58536,2862029,6/20/2019 12:50,0,none
transfer,70378,55162,1130773,5/23/2019 11:57,0,none
transfer,60795,16152,960781,4/19/2019 14:34,0,none
transfer,83524,28876,1949975,7/5/2019 12:29,0,none
transfer,91753,47632,2075687,2/28/2019 15:34,0,none
transfer,71858,56531,878986,5/3/2019 12:14,0,none
transfer,68889,49579,4996101,6/19/2019 8:01,0,none
transfer,36698,35235,3252156,2/25/2019 15:12,0,none
transfer,15050,6225,3909908,7/18/2019 8:08,0,none
transfer,15597,88223,1605747,6/5/2019 10:26,0,none
transfer,70264,15287,2051059,5/29/2019 9:31,0,none
transfer,72456,15050,3678842,6/25/2019 13:33,0,none
transfer,83513,56749,2069819,5/14/2019 11:24,0,none
transfer,53075,82494,1833878,3/3/2019 12:09,0,none
transfer,13506,19544,4918859,3/14/2019 9:56,0,none
transfer,61399,46436,2511469,3/4/2019 12:00,0,none
transfer,603,57361,1758852,6/1/2019 8:22,0,none
transfer,50275,96135,3270858,7/4/2019 10:29,0,none
transfer,65997,98808,1546392,4/21/2019 14:20,0,none
transfer,37507,98047,704348,6/29/2019 15:43,0,none
transfer,73913,53268,4752915,4/10/2019 12:49,0,none
transfer,95152,70912,2920899,6/17/2019 11:56,0,none
transfer,53268,17534,1840788,7/8/2019 13:46,0,none
transfer,17700,88390,1592377,4/23/2019 8:38,0,none
transfer,2232,6254,1224511,6/23/2019 15:40,0,none
transfer,5953,6477,2009005,5/25/2019 15:18,0,none
transfer,33789,61346,4525371,5/29/2019 12:17,0,none
transfer,26293,18165,3963280,6/26/2019 9:12,0,none
transfer,77285,18165,1791782,5/4/2019 11:55,0,none
transfer,59191,95498,420739,4/22/2019 11:17,0,none
transfer,24510,95498,3271848,6/16/2019 8:04,0,none
transfer,97547,31163,4277215,3/19/2019 8:50,0,none
transfer,11200,73055,1178060,6/9/2019 15:04,0,none
transfer,74177,83790,4169010,7/11/2019 11:26,0,none
transfer,8953,9987,862405,3/12/2019 9:01,0,none
transfer,55072,41461,2686717,2/25/2019 14:37,0,none
transfer,87901,84618,1427598,3/6/2019 10:18,0,none
transfer,30735,3854,4849662,7/15/2019 10:57,0,none
transfer,70122,35926,3992582,3/1/2019 10:51,0,none
transfer,86384,6762,1707322,4/10/2019 9:47,0,none
transfer,76223,47522,652264,7/11/2019 10:20,0,none
transfer,17015,15214,4290973,3/9/2019 15:00,0,none
transfer,73965,38586,1588697,3/14/2019 8:21,0,none
transfer,69425,71059,4711577,3/6/2019 8:51,0,none
transfer,53222,95692,4689476,4/4/2019 13:58,0,none
transfer,1549,71746,4939185,7/16/2019 9:14,0,none
transfer,9373,28248,4657933,6/15/2019 15:59,0,none
transfer,90598,14931,2947084,3/13/2019 15:07,0,none
transfer,23784,38993,3083463,2/20/2019 14:09,0,none
transfer,70669,93815,1624827,6/28/2019 12:06,0,none
transfer,22046,70275,1745188,7/7/2019 12:26,0,none
transfer,20337,50110,461029,6/5/2019 12:30,0,none
transfer,22049,80349,305353,6/11/2019 9:12,0,none
transfer,27771,74938,1077674,6/26/2019 9:52,0,none
transfer,46627,17240,4049544,7/18/2019 11:11,0,none
transfer,28046,73630,2568792,6/20/2019 13:09,0,none
transfer,89131,75507,1754765,4/13/2019 14:59,0,none
transfer,94670,13506,4947130,4/7/2019 14:29,0,none
transfer,89131,65629,795947,6/7/2019 11:35,0,none
transfer,61346,37108,1797531,7/2/2019 15:11,0,none
transfer,31163,95093,2395386,4/8/2019 11:33,0,none
transfer,28046,8950,3655808,2/28/2019 8:13,0,none
transfer,77508,65511,3204700,3/11/2019 8:51,0,none
transfer,73055,83206,655907,5/21/2019 10:45,0,none
transfer,86903,67214,3934608,5/20/2019 12:39,0,none
transfer,23069,47590,4555562,6/12/2019 14:51,0,none
transfer,1489,34989,340443,7/15/2019 15:13,0,none
transfer,65222,950,4524228,5/26/2019 13:01,0,none
transfer,85716,950,421672,4/1/2019 14:41,0,none
transfer,46436,73532,1421211,7/16/2019 14:59,0,none
transfer,52554,67662,4686162,3/31/2019 14:29,0,none
transfer,38590,41703,3062117,5/27/2019 10:20,0,none
transfer,84097,44075,1387855,6/5/2019 15:58,0,none
transfer,7960,55735,1026062,7/18/2019 10:02,0,none
transfer,47353,71881,2884434,2/21/2019 14:25,0,none
transfer,70504,58819,1123395,2/28/2019 13:06,0,none
transfer,89943,55884,2117317,5/10/2019 14:49,0,none
transfer,20779,32548,379128,4/26/2019 13:43,0,none
transfer,42831,63730,2046834,4/24/2019 13:40,0,none
transfer,16988,32346,226695,7/15/2019 15:48,0,none
transfer,44441,68625,2686176,4/4/2019 9:03,0,none
transfer,26293,29182,378583,6/11/2019 8:38,0,none
transfer,24114,25682,1951655,3/24/2019 14:17,0,none
transfer,27336,44881,381968,6/27/2019 8:25,0,none
transfer,20896,39185,3603745,4/2/2019 8:44,0,none
transfer,16921,75252,224357,4/6/2019 14:59,0,none
transfer,61,68275,631490,5/23/2019 12:33,0,none
